STATION,NAME,DATE,TMAX,TMIN,WDFG,WSFG
SPW00013025,"ROTA NAS, SP",12/31/1972,58,39,30,9.2
SPW00013025,"ROTA NAS, SP",1/1/1973,58,43,320,30
SPW00013025,"ROTA NAS, SP",1/2/1973,60,40,20,11.4
SPW00013025,"ROTA NAS, SP",1/3/1973,62,39,40,15
SPW00013025,"ROTA NAS, SP",1/4/1973,65,40,130,15
SPW00013025,"ROTA NAS, SP",1/5/1973,62,43,360,15
SPW00013025,"ROTA NAS, SP",1/6/1973,61,39,20,9.2
SPW00013025,"ROTA NAS, SP",1/7/1973,61,40,30,10.3
SPW00013025,"ROTA NAS, SP",1/8/1973,62,40,40,10.3
SPW00013025,"ROTA NAS, SP",1/9/1973,62,39,40,12.8
SPW00013025,"ROTA NAS, SP",1/10/1973,62,41,150,13.9
SPW00013025,"ROTA NAS, SP",1/11/1973,64,45,170,16.1
SPW00013025,"ROTA NAS, SP",1/12/1973,63,50,160,28.9
SPW00013025,"ROTA NAS, SP",1/13/1973,61,50,160,30
SPW00013025,"ROTA NAS, SP",1/14/1973,62,42,210,23
SPW00013025,"ROTA NAS, SP",1/15/1973,65,54,220,32.2
SPW00013025,"ROTA NAS, SP",1/16/1973,63,50,250,49.4
SPW00013025,"ROTA NAS, SP",1/17/1973,64,52,260,50.6
SPW00013025,"ROTA NAS, SP",1/18/1973,60,50,310,35.6
SPW00013025,"ROTA NAS, SP",1/19/1973,62,48,220,30
SPW00013025,"ROTA NAS, SP",1/20/1973,65,54,260,24.2
SPW00013025,"ROTA NAS, SP",1/21/1973,64,50,280,20.8
SPW00013025,"ROTA NAS, SP",1/22/1973,61,45,320,25.3
SPW00013025,"ROTA NAS, SP",1/23/1973,56,40,30,34.4
SPW00013025,"ROTA NAS, SP",1/24/1973,60,35,70,15
SPW00013025,"ROTA NAS, SP",1/25/1973,62,37,170,12.8
SPW00013025,"ROTA NAS, SP",1/26/1973,63,43,360,11.4
SPW00013025,"ROTA NAS, SP",1/27/1973,62,42,20,12.8
SPW00013025,"ROTA NAS, SP",1/28/1973,60,41,270,11.4
SPW00013025,"ROTA NAS, SP",1/29/1973,51,42,60,10.3
SPW00013025,"ROTA NAS, SP",1/30/1973,58,45,310,23
SPW00013025,"ROTA NAS, SP",1/31/1973,59,38,310,23
SPW00013025,"ROTA NAS, SP",2/1/1973,59,48,300,26.4
SPW00013025,"ROTA NAS, SP",2/2/1973,58,40,30,26.4
SPW00013025,"ROTA NAS, SP",2/3/1973,57,36,40,23
SPW00013025,"ROTA NAS, SP",2/4/1973,61,34,100,28.9
SPW00013025,"ROTA NAS, SP",2/5/1973,64,35,110,33.3
SPW00013025,"ROTA NAS, SP",2/6/1973,66,38,110,17.2
SPW00013025,"ROTA NAS, SP",2/7/1973,68,38,180,13.9
SPW00013025,"ROTA NAS, SP",2/8/1973,64,44,30,11.4
SPW00013025,"ROTA NAS, SP",2/9/1973,64,54,210,12.8
SPW00013025,"ROTA NAS, SP",2/10/1973,60,47,40,24.2
SPW00013025,"ROTA NAS, SP",2/11/1973,61,44,30,28.9
SPW00013025,"ROTA NAS, SP",2/12/1973,63,40,30,20.8
SPW00013025,"ROTA NAS, SP",2/13/1973,56,38,330,25.3
SPW00013025,"ROTA NAS, SP",2/14/1973,58,48,300,34.4
SPW00013025,"ROTA NAS, SP",2/15/1973,58,46,290,40.3
SPW00013025,"ROTA NAS, SP",2/16/1973,58,42,310,32.2
SPW00013025,"ROTA NAS, SP",2/17/1973,58,35,330,15
SPW00013025,"ROTA NAS, SP",2/18/1973,58,38,300,19.5
SPW00013025,"ROTA NAS, SP",2/19/1973,58,36,50,30
SPW00013025,"ROTA NAS, SP",2/20/1973,61,35,300,16.1
SPW00013025,"ROTA NAS, SP",2/21/1973,61,44,140,12.8
SPW00013025,"ROTA NAS, SP",2/22/1973,62,43,280,17.2
SPW00013025,"ROTA NAS, SP",2/23/1973,68,42,50,18.3
SPW00013025,"ROTA NAS, SP",2/24/1973,62,40,280,21.9
SPW00013025,"ROTA NAS, SP",2/25/1973,61,50,280,26.4
SPW00013025,"ROTA NAS, SP",2/26/1973,62,52,310,23
SPW00013025,"ROTA NAS, SP",2/27/1973,67,46,280,17.2
SPW00013025,"ROTA NAS, SP",2/28/1973,69,43,120,38
SPW00013025,"ROTA NAS, SP",3/1/1973,64,50,120,38
SPW00013025,"ROTA NAS, SP",3/2/1973,66,41,290,16.1
SPW00013025,"ROTA NAS, SP",3/3/1973,73,38,130,27.5
SPW00013025,"ROTA NAS, SP",3/4/1973,60,42,110,31.1
SPW00013025,"ROTA NAS, SP",3/5/1973,68,44,110,17.2
SPW00013025,"ROTA NAS, SP",3/6/1973,67,46,260,12.8
SPW00013025,"ROTA NAS, SP",3/7/1973,66,47,130,25.3
SPW00013025,"ROTA NAS, SP",3/8/1973,71,47,110,23
SPW00013025,"ROTA NAS, SP",3/9/1973,66,46,110,35.6
SPW00013025,"ROTA NAS, SP",3/10/1973,63,53,130,32.2
SPW00013025,"ROTA NAS, SP",3/11/1973,54,48,130,32.2
SPW00013025,"ROTA NAS, SP",3/12/1973,62,46,320,25.3
SPW00013025,"ROTA NAS, SP",3/13/1973,61,49,270,21.9
SPW00013025,"ROTA NAS, SP",3/14/1973,63,51,300,20.8
SPW00013025,"ROTA NAS, SP",3/15/1973,62,46,300,15
SPW00013025,"ROTA NAS, SP",3/16/1973,63,40,50,16.1
SPW00013025,"ROTA NAS, SP",3/17/1973,63,40,220,18.3
SPW00013025,"ROTA NAS, SP",3/18/1973,64,43,100,21.9
SPW00013025,"ROTA NAS, SP",3/19/1973,68,40,100,27.5
SPW00013025,"ROTA NAS, SP",3/20/1973,63,56,120,40.3
SPW00013025,"ROTA NAS, SP",3/21/1973,57,50,120,30
SPW00013025,"ROTA NAS, SP",3/22/1973,61,47,20,23
SPW00013025,"ROTA NAS, SP",3/23/1973,66,47,250,15
SPW00013025,"ROTA NAS, SP",3/24/1973,63,46,270,17.2
SPW00013025,"ROTA NAS, SP",3/25/1973,63,47,290,25.3
SPW00013025,"ROTA NAS, SP",3/26/1973,60,40,270,18.3
SPW00013025,"ROTA NAS, SP",3/27/1973,62,50,250,18.3
SPW00013025,"ROTA NAS, SP",3/28/1973,68,58,300,25.3
SPW00013025,"ROTA NAS, SP",3/29/1973,70,48,50,27.5
SPW00013025,"ROTA NAS, SP",3/30/1973,73,42,300,16.1
SPW00013025,"ROTA NAS, SP",3/31/1973,68,44,120,20.8
SPW00013025,"ROTA NAS, SP",4/1/1973,70,45,140,20.8
SPW00013025,"ROTA NAS, SP",4/2/1973,75,42,60,17.2
SPW00013025,"ROTA NAS, SP",4/3/1973,77,44,300,18.3
SPW00013025,"ROTA NAS, SP",4/4/1973,77,47,130,18.3
SPW00013025,"ROTA NAS, SP",4/5/1973,77,46,110,24.2
SPW00013025,"ROTA NAS, SP",4/6/1973,80,45,100,24.2
SPW00013025,"ROTA NAS, SP",4/7/1973,82,46,50,12.8
SPW00013025,"ROTA NAS, SP",4/8/1973,65,58,250,18.3
SPW00013025,"ROTA NAS, SP",4/9/1973,62,47,330,28.9
SPW00013025,"ROTA NAS, SP",4/10/1973,64,38,360,20.8
SPW00013025,"ROTA NAS, SP",4/11/1973,70,38,40,19.5
SPW00013025,"ROTA NAS, SP",4/12/1973,70,40,60,17.2
SPW00013025,"ROTA NAS, SP",4/13/1973,81,46,120,28.9
SPW00013025,"ROTA NAS, SP",4/14/1973,73,52,110,31.1
SPW00013025,"ROTA NAS, SP",4/15/1973,72,55,100,31.1
SPW00013025,"ROTA NAS, SP",4/16/1973,66,49,120,36.7
SPW00013025,"ROTA NAS, SP",4/17/1973,71,47,110,28.9
SPW00013025,"ROTA NAS, SP",4/18/1973,72,48,40,19.5
SPW00013025,"ROTA NAS, SP",4/19/1973,74,42,260,18.3
SPW00013025,"ROTA NAS, SP",4/20/1973,70,50,230,17.2
SPW00013025,"ROTA NAS, SP",4/21/1973,72,51,230,13.9
SPW00013025,"ROTA NAS, SP",4/22/1973,68,55,160,16.1
SPW00013025,"ROTA NAS, SP",4/23/1973,67,56,250,27.5
SPW00013025,"ROTA NAS, SP",4/24/1973,70,51,300,17.2
SPW00013025,"ROTA NAS, SP",4/25/1973,69,50,180,16.1
SPW00013025,"ROTA NAS, SP",4/26/1973,78,52,210,17.2
SPW00013025,"ROTA NAS, SP",4/27/1973,72,52,230,16.1
SPW00013025,"ROTA NAS, SP",4/28/1973,71,62,240,20.8
SPW00013025,"ROTA NAS, SP",4/29/1973,79,54,270,19.5
SPW00013025,"ROTA NAS, SP",4/30/1973,81,54,130,18.3
SPW00013025,"ROTA NAS, SP",5/1/1973,72,65,140,20.8
SPW00013025,"ROTA NAS, SP",5/2/1973,75,65,210,23
SPW00013025,"ROTA NAS, SP",5/3/1973,73,62,220,24.2
SPW00013025,"ROTA NAS, SP",5/4/1973,70,61,180,30
SPW00013025,"ROTA NAS, SP",5/5/1973,72,60,290,26.4
SPW00013025,"ROTA NAS, SP",5/6/1973,73,50,290,17.2
SPW00013025,"ROTA NAS, SP",5/7/1973,79,52,290,19.5
SPW00013025,"ROTA NAS, SP",5/8/1973,84,55,40,23
SPW00013025,"ROTA NAS, SP",5/9/1973,83,55,110,28.9
SPW00013025,"ROTA NAS, SP",5/10/1973,79,53,110,24.2
SPW00013025,"ROTA NAS, SP",5/11/1973,76,54,230,12.8
SPW00013025,"ROTA NAS, SP",5/12/1973,85,59,120,21.9
SPW00013025,"ROTA NAS, SP",5/13/1973,86,55,110,31.1
SPW00013025,"ROTA NAS, SP",5/14/1973,88,65,130,27.5
SPW00013025,"ROTA NAS, SP",5/15/1973,73,64,190,23
SPW00013025,"ROTA NAS, SP",5/16/1973,70,62,150,33.3
SPW00013025,"ROTA NAS, SP",5/17/1973,70,62,220,24.2
SPW00013025,"ROTA NAS, SP",5/18/1973,70,59,250,28.9
SPW00013025,"ROTA NAS, SP",5/19/1973,70,60,200,28.9
SPW00013025,"ROTA NAS, SP",5/20/1973,68,60,230,30
SPW00013025,"ROTA NAS, SP",5/21/1973,70,61,210,16.1
SPW00013025,"ROTA NAS, SP",5/22/1973,71,61,220,19.5
SPW00013025,"ROTA NAS, SP",5/23/1973,88,53,40,17.2
SPW00013025,"ROTA NAS, SP",5/24/1973,91,61,130,33.3
SPW00013025,"ROTA NAS, SP",5/25/1973,83,62,120,28.9
SPW00013025,"ROTA NAS, SP",5/26/1973,80,63,120,19.5
SPW00013025,"ROTA NAS, SP",5/27/1973,74,64,250,15
SPW00013025,"ROTA NAS, SP",5/28/1973,75,57,260,20.8
SPW00013025,"ROTA NAS, SP",5/29/1973,75,55,250,16.1
SPW00013025,"ROTA NAS, SP",5/30/1973,77,54,290,16.1
SPW00013025,"ROTA NAS, SP",5/31/1973,72,59,150,23
SPW00013025,"ROTA NAS, SP",6/1/1973,74,61,250,21.9
SPW00013025,"ROTA NAS, SP",6/2/1973,78,52,280,20.8
SPW00013025,"ROTA NAS, SP",6/3/1973,72,55,220,19.5
SPW00013025,"ROTA NAS, SP",6/4/1973,75,60,250,21.9
SPW00013025,"ROTA NAS, SP",6/5/1973,70,59,210,18.3
SPW00013025,"ROTA NAS, SP",6/6/1973,72,56,270,17.2
SPW00013025,"ROTA NAS, SP",6/7/1973,74,52,270,18.3
SPW00013025,"ROTA NAS, SP",6/8/1973,74,53,270,17.2
SPW00013025,"ROTA NAS, SP",6/9/1973,72,52,250,17.2
SPW00013025,"ROTA NAS, SP",6/10/1973,72,62,230,19.5
SPW00013025,"ROTA NAS, SP",6/11/1973,74,58,260,19.5
SPW00013025,"ROTA NAS, SP",6/12/1973,76,56,280,18.3
SPW00013025,"ROTA NAS, SP",6/13/1973,79,56,250,15
SPW00013025,"ROTA NAS, SP",6/14/1973,88,60,120,32.2
SPW00013025,"ROTA NAS, SP",6/15/1973,78,66,230,26.4
SPW00013025,"ROTA NAS, SP",6/16/1973,82,58,270,18.3
SPW00013025,"ROTA NAS, SP",6/17/1973,86,62,120,23
SPW00013025,"ROTA NAS, SP",6/18/1973,88,65,140,23
SPW00013025,"ROTA NAS, SP",6/19/1973,86,66,300,17.2
SPW00013025,"ROTA NAS, SP",6/20/1973,77,66,220,17.2
SPW00013025,"ROTA NAS, SP",6/21/1973,80,66,230,18.3
SPW00013025,"ROTA NAS, SP",6/22/1973,84,60,110,25.3
SPW00013025,"ROTA NAS, SP",6/23/1973,93,60,90,27.5
SPW00013025,"ROTA NAS, SP",6/24/1973,88,66,140,26.4
SPW00013025,"ROTA NAS, SP",6/25/1973,82,62,180,24.2
SPW00013025,"ROTA NAS, SP",6/26/1973,75,60,200,18.3
SPW00013025,"ROTA NAS, SP",6/27/1973,78,62,260,16.1
SPW00013025,"ROTA NAS, SP",6/28/1973,82,54,270,17.2
SPW00013025,"ROTA NAS, SP",6/29/1973,85,58,290,18.3
SPW00013025,"ROTA NAS, SP",6/30/1973,80,58,230,17.2
SPW00013025,"ROTA NAS, SP",7/1/1973,83,59,280,17.2
SPW00013025,"ROTA NAS, SP",7/2/1973,88,58,280,16.1
SPW00013025,"ROTA NAS, SP",7/3/1973,90,60,250,15
SPW00013025,"ROTA NAS, SP",7/4/1973,91,63,260,19.5
SPW00013025,"ROTA NAS, SP",7/5/1973,83,66,270,26.4
SPW00013025,"ROTA NAS, SP",7/6/1973,83,60,300,20.8
SPW00013025,"ROTA NAS, SP",7/7/1973,83,64,260,19.5
SPW00013025,"ROTA NAS, SP",7/8/1973,83,66,250,18.3
SPW00013025,"ROTA NAS, SP",7/9/1973,78,61,260,16.1
SPW00013025,"ROTA NAS, SP",7/10/1973,73,63,280,12.8
SPW00013025,"ROTA NAS, SP",7/11/1973,78,66,260,19.5
SPW00013025,"ROTA NAS, SP",7/12/1973,78,65,270,23
SPW00013025,"ROTA NAS, SP",7/13/1973,78,66,270,19.5
SPW00013025,"ROTA NAS, SP",7/14/1973,79,68,260,19.5
SPW00013025,"ROTA NAS, SP",7/15/1973,78,65,260,25.3
SPW00013025,"ROTA NAS, SP",7/16/1973,77,66,270,18.3
SPW00013025,"ROTA NAS, SP",7/17/1973,74,60,260,25.3
SPW00013025,"ROTA NAS, SP",7/18/1973,80,60,290,23
SPW00013025,"ROTA NAS, SP",7/19/1973,89,58,220,15
SPW00013025,"ROTA NAS, SP",7/20/1973,84,61,270,17.2
SPW00013025,"ROTA NAS, SP",7/21/1973,82,58,280,18.3
SPW00013025,"ROTA NAS, SP",7/22/1973,84,62,290,19.5
SPW00013025,"ROTA NAS, SP",7/23/1973,80,56,190,17.2
SPW00013025,"ROTA NAS, SP",7/24/1973,97,60,310,17.2
SPW00013025,"ROTA NAS, SP",7/25/1973,103,65,280,13.9
SPW00013025,"ROTA NAS, SP",7/26/1973,92,64,140,23
SPW00013025,"ROTA NAS, SP",7/27/1973,94,72,110,26.4
SPW00013025,"ROTA NAS, SP",7/28/1973,82,64,260,20.8
SPW00013025,"ROTA NAS, SP",7/29/1973,77,61,230,13.9
SPW00013025,"ROTA NAS, SP",7/30/1973,91,62,100,26.4
SPW00013025,"ROTA NAS, SP",7/31/1973,83,62,180,23
SPW00013025,"ROTA NAS, SP",8/1/1973,79,63,270,15
SPW00013025,"ROTA NAS, SP",8/2/1973,77,60,300,17.2
SPW00013025,"ROTA NAS, SP",8/3/1973,76,62,270,16.1
SPW00013025,"ROTA NAS, SP",8/4/1973,83,62,280,12.8
SPW00013025,"ROTA NAS, SP",8/5/1973,97,62,150,30
SPW00013025,"ROTA NAS, SP",8/6/1973,92,66,140,25.3
SPW00013025,"ROTA NAS, SP",8/7/1973,88,68,150,23
SPW00013025,"ROTA NAS, SP",8/8/1973,98,68,130,25.3
SPW00013025,"ROTA NAS, SP",8/9/1973,96,67,110,27.5
SPW00013025,"ROTA NAS, SP",8/10/1973,91,66,190,20.8
SPW00013025,"ROTA NAS, SP",8/11/1973,84,70,150,21.9
SPW00013025,"ROTA NAS, SP",8/12/1973,93,66,120,23
SPW00013025,"ROTA NAS, SP",8/13/1973,96,68,110,18.3
SPW00013025,"ROTA NAS, SP",8/14/1973,92,66,280,15
SPW00013025,"ROTA NAS, SP",8/15/1973,86,67,280,19.5
SPW00013025,"ROTA NAS, SP",8/16/1973,83,64,300,21.9
SPW00013025,"ROTA NAS, SP",8/17/1973,79,64,250,18.3
SPW00013025,"ROTA NAS, SP",8/18/1973,81,60,290,15
SPW00013025,"ROTA NAS, SP",8/19/1973,84,60,260,15
SPW00013025,"ROTA NAS, SP",8/20/1973,105,63,280,30
SPW00013025,"ROTA NAS, SP",8/21/1973,97,74,60,28.9
SPW00013025,"ROTA NAS, SP",8/22/1973,84,65,280,15
SPW00013025,"ROTA NAS, SP",8/23/1973,90,66,220,16.1
SPW00013025,"ROTA NAS, SP",8/24/1973,87,70,250,17.2
SPW00013025,"ROTA NAS, SP",8/25/1973,82,73,220,16.1
SPW00013025,"ROTA NAS, SP",8/26/1973,82,65,160,17.2
SPW00013025,"ROTA NAS, SP",8/27/1973,84,65,240,18.3
SPW00013025,"ROTA NAS, SP",8/28/1973,85,60,180,13.9
SPW00013025,"ROTA NAS, SP",8/29/1973,93,72,110,23
SPW00013025,"ROTA NAS, SP",8/30/1973,89,71,270,17.2
SPW00013025,"ROTA NAS, SP",8/31/1973,85,63,170,23
SPW00013025,"ROTA NAS, SP",9/1/1973,93,68,130,28.9
SPW00013025,"ROTA NAS, SP",9/2/1973,91,71,110,28.9
SPW00013025,"ROTA NAS, SP",9/3/1973,90,71,150,27.5
SPW00013025,"ROTA NAS, SP",9/4/1973,80,69,180,23
SPW00013025,"ROTA NAS, SP",9/5/1973,79,60,270,19.5
SPW00013025,"ROTA NAS, SP",9/6/1973,77,60,260,25.3
SPW00013025,"ROTA NAS, SP",9/7/1973,80,60,270,23
SPW00013025,"ROTA NAS, SP",9/8/1973,79,57,280,17.2
SPW00013025,"ROTA NAS, SP",9/9/1973,79,56,200,18.3
SPW00013025,"ROTA NAS, SP",9/10/1973,82,58,290,16.1
SPW00013025,"ROTA NAS, SP",9/11/1973,84,63,290,17.2
SPW00013025,"ROTA NAS, SP",9/12/1973,82,65,290,23
SPW00013025,"ROTA NAS, SP",9/13/1973,80,63,270,17.2
SPW00013025,"ROTA NAS, SP",9/14/1973,82,58,270,18.3
SPW00013025,"ROTA NAS, SP",9/15/1973,84,61,290,19.5
SPW00013025,"ROTA NAS, SP",9/16/1973,82,64,260,19.5
SPW00013025,"ROTA NAS, SP",9/17/1973,78,62,210,18.3
SPW00013025,"ROTA NAS, SP",9/18/1973,81,61,230,13.9
SPW00013025,"ROTA NAS, SP",9/19/1973,82,56,280,16.1
SPW00013025,"ROTA NAS, SP",9/20/1973,79,58,280,19.5
SPW00013025,"ROTA NAS, SP",9/21/1973,76,61,260,25.3
SPW00013025,"ROTA NAS, SP",9/22/1973,78,57,290,19.5
SPW00013025,"ROTA NAS, SP",9/23/1973,82,54,270,20.8
SPW00013025,"ROTA NAS, SP",9/24/1973,84,56,40,31.1
SPW00013025,"ROTA NAS, SP",9/25/1973,86,52,10,19.5
SPW00013025,"ROTA NAS, SP",9/26/1973,89,53,280,15
SPW00013025,"ROTA NAS, SP",9/27/1973,80,56,170,11.4
SPW00013025,"ROTA NAS, SP",9/28/1973,78,54,220,17.2
SPW00013025,"ROTA NAS, SP",9/29/1973,75,58,240,12.8
SPW00013025,"ROTA NAS, SP",9/30/1973,72,56,280,24.2
SPW00013025,"ROTA NAS, SP",10/1/1973,74,51,290,21.9
SPW00013025,"ROTA NAS, SP",10/2/1973,72,47,280,17.2
SPW00013025,"ROTA NAS, SP",10/3/1973,70,44,280,19.5
SPW00013025,"ROTA NAS, SP",10/4/1973,71,47,260,13.9
SPW00013025,"ROTA NAS, SP",10/5/1973,73,49,260,19.5
SPW00013025,"ROTA NAS, SP",10/6/1973,84,52,300,21.9
SPW00013025,"ROTA NAS, SP",10/7/1973,84,52,120,25.3
SPW00013025,"ROTA NAS, SP",10/8/1973,81,58,130,17.2
SPW00013025,"ROTA NAS, SP",10/9/1973,78,57,150,15
SPW00013025,"ROTA NAS, SP",10/10/1973,77,57,240,13.9
SPW00013025,"ROTA NAS, SP",10/11/1973,74,56,290,17.2
SPW00013025,"ROTA NAS, SP",10/12/1973,72,56,260,13.9
SPW00013025,"ROTA NAS, SP",10/13/1973,73,61,280,21.9
SPW00013025,"ROTA NAS, SP",10/14/1973,72,55,260,20.8
SPW00013025,"ROTA NAS, SP",10/15/1973,74,66,220,21.9
SPW00013025,"ROTA NAS, SP",10/16/1973,71,60,310,36.7
SPW00013025,"ROTA NAS, SP",10/17/1973,72,52,280,15
SPW00013025,"ROTA NAS, SP",10/18/1973,69,51,180,16.1
SPW00013025,"ROTA NAS, SP",10/19/1973,61,51,280,13.9
SPW00013025,"ROTA NAS, SP",10/20/1973,71,56,170,19.5
SPW00013025,"ROTA NAS, SP",10/21/1973,80,54,150,15
SPW00013025,"ROTA NAS, SP",10/22/1973,82,53,110,20.8
SPW00013025,"ROTA NAS, SP",10/23/1973,76,46,110,26.4
SPW00013025,"ROTA NAS, SP",10/24/1973,74,50,120,23
SPW00013025,"ROTA NAS, SP",10/25/1973,79,51,120,25.3
SPW00013025,"ROTA NAS, SP",10/26/1973,76,60,120,28.9
SPW00013025,"ROTA NAS, SP",10/27/1973,69,62,140,28.9
SPW00013025,"ROTA NAS, SP",10/28/1973,79,58,140,21.9
SPW00013025,"ROTA NAS, SP",10/29/1973,79,60,110,17.2
SPW00013025,"ROTA NAS, SP",10/30/1973,72,58,130,19.5
SPW00013025,"ROTA NAS, SP",10/31/1973,75,56,180,17.2
SPW00013025,"ROTA NAS, SP",11/1/1973,78,56,120,11.4
SPW00013025,"ROTA NAS, SP",11/2/1973,74,60,140,28.9
SPW00013025,"ROTA NAS, SP",11/3/1973,70,56,210,41.4
SPW00013025,"ROTA NAS, SP",11/4/1973,68,60,190,21.9
SPW00013025,"ROTA NAS, SP",11/5/1973,66,57,160,30
SPW00013025,"ROTA NAS, SP",11/6/1973,64,50,300,16.1
SPW00013025,"ROTA NAS, SP",11/7/1973,65,50,50,18.3
SPW00013025,"ROTA NAS, SP",11/8/1973,71,52,100,30
SPW00013025,"ROTA NAS, SP",11/9/1973,69,49,130,25.3
SPW00013025,"ROTA NAS, SP",11/10/1973,72,50,120,23
SPW00013025,"ROTA NAS, SP",11/11/1973,73,53,50,11.4
SPW00013025,"ROTA NAS, SP",11/12/1973,70,51,30,25.3
SPW00013025,"ROTA NAS, SP",11/13/1973,73,54,120,25.3
SPW00013025,"ROTA NAS, SP",11/14/1973,72,50,350,13.9
SPW00013025,"ROTA NAS, SP",11/15/1973,69,44,30,12.8
SPW00013025,"ROTA NAS, SP",11/16/1973,64,50,180,15
SPW00013025,"ROTA NAS, SP",11/17/1973,67,51,80,15
SPW00013025,"ROTA NAS, SP",11/18/1973,70,46,150,27.5
SPW00013025,"ROTA NAS, SP",11/19/1973,70,51,120,27.5
SPW00013025,"ROTA NAS, SP",11/20/1973,74,58,120,28.9
SPW00013025,"ROTA NAS, SP",11/21/1973,74,60,120,26.4
SPW00013025,"ROTA NAS, SP",11/22/1973,74,63,130,30
SPW00013025,"ROTA NAS, SP",11/23/1973,72,59,140,25.3
SPW00013025,"ROTA NAS, SP",11/24/1973,72,59,140,17.2
SPW00013025,"ROTA NAS, SP",11/25/1973,71,58,120,5.8
SPW00013025,"ROTA NAS, SP",11/26/1973,68,56,40,9.2
SPW00013025,"ROTA NAS, SP",11/27/1973,68,50,70,17.2
SPW00013025,"ROTA NAS, SP",11/28/1973,65,47,60,20.8
SPW00013025,"ROTA NAS, SP",11/29/1973,66,45,50,17.2
SPW00013025,"ROTA NAS, SP",11/30/1973,68,43,40,18.3
SPW00013025,"ROTA NAS, SP",12/1/1973,62,47,300,24.2
SPW00013025,"ROTA NAS, SP",12/2/1973,65,48,30,27.5
SPW00013025,"ROTA NAS, SP",12/3/1973,49,36,30,46.1
SPW00013025,"ROTA NAS, SP",12/4/1973,55,34,30,23
SPW00013025,"ROTA NAS, SP",12/5/1973,60,36,30,18.3
SPW00013025,"ROTA NAS, SP",12/6/1973,57,39,290,9.2
SPW00013025,"ROTA NAS, SP",12/7/1973,65,41,30,13.9
SPW00013025,"ROTA NAS, SP",12/8/1973,58,38,310,17.2
SPW00013025,"ROTA NAS, SP",12/9/1973,57,47,80,19.5
SPW00013025,"ROTA NAS, SP",12/10/1973,63,42,30,15
SPW00013025,"ROTA NAS, SP",12/11/1973,64,41,30,11.4
SPW00013025,"ROTA NAS, SP",12/12/1973,62,38,70,8.1
SPW00013025,"ROTA NAS, SP",12/13/1973,62,41,30,23
SPW00013025,"ROTA NAS, SP",12/14/1973,63,40,30,19.5
SPW00013025,"ROTA NAS, SP",12/15/1973,66,40,20,16.1
SPW00013025,"ROTA NAS, SP",12/16/1973,64,40,260,8.1
SPW00013025,"ROTA NAS, SP",12/17/1973,61,48,300,15
SPW00013025,"ROTA NAS, SP",12/18/1973,61,47,210,26.4
SPW00013025,"ROTA NAS, SP",12/19/1973,62,55,180,47.2
SPW00013025,"ROTA NAS, SP",12/20/1973,57,48,260,50.6
SPW00013025,"ROTA NAS, SP",12/21/1973,59,51,330,18.3
SPW00013025,"ROTA NAS, SP",12/22/1973,62,49,240,39.1
SPW00013025,"ROTA NAS, SP",12/23/1973,59,49,260,32.2
SPW00013025,"ROTA NAS, SP",12/24/1973,59,47,310,19.5
SPW00013025,"ROTA NAS, SP",12/25/1973,60,46,150,19.5
SPW00013025,"ROTA NAS, SP",12/26/1973,56,42,30,19.5
SPW00013025,"ROTA NAS, SP",12/27/1973,57,40,30,13.9
SPW00013025,"ROTA NAS, SP",12/28/1973,58,40,30,18.3
SPW00013025,"ROTA NAS, SP",12/29/1973,59,42,20,24.2
SPW00013025,"ROTA NAS, SP",12/30/1973,56,43,320,16.1
SPW00013025,"ROTA NAS, SP",12/31/1973,56,37,230,9.2
SPW00013025,"ROTA NAS, SP",1/1/1974,55,37,310,11.4
